Teacher_Name,University_Currently_Teaching,Department,Province_University_Located,Designation,Terminal_Degree,Graduated_from,Country,Year,Area_of_Specialization,Other_Information,
Shahid Iqbal,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2017,Graph Theory  Evolutionary Computing  Data Mining and Machine Learning,NINGUNA,NINGUNA
Tahir Farooq,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,National Textile University,Pakistan,2016,BigData,NINGUNA,NINGUNA
Zain Iqbal,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2015,Artificial Intelligence   Computational Intelligence   Machine Learning   swarm intelligence   evolutionary algorithms   and expert systems.A†,NINGUNA,NINGUNA
Usman Ghous,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2016,Data Analytics,NINGUNA,NINGUNA
Faryal Saud,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2013,SINF,MS in progress from FAST,
Khalid Hussain,FAST(Faisalabad),Computer Science,Punjab,Instructor,MS,"FAST‚Äì National University of Computer and Emerging Sciences,Chiniot-Faisalabad",Pakistan,0,Signal Processing and machine learning.,NINGUNA,NINGUNA
Maham Shabbir,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,National University of Sciences and Technology,Pakistan,2012,SINF,MS in progress from FAST,
Mazhar Husaain,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,"FAST‚Äì National University of Computer and Emerging Sciences,Peshawar",Pakistan,2015,SINF,MS in progress from FAST Peshawar,
Saqib Hayat,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2013,SINF,NINGUNA,NINGUNA
Muhammad Ashraf Iqbal,University of Central Punjab,Computer Science,Punjab,Dean,PhD,University of Engineering and Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Ahmad Shabbar Kazmi,University of Central Punjab,Computer Science,Punjab,Head of Department,PhD,¬†Boston University,USofA,1999,Neural Networks,NINGUNA,NINGUNA
Shahid S. Siddiqi,University of Central Punjab,Computer Science,Punjab,Professor,PhD,Brunel University,UK,1994,SINF,NINGUNA,NINGUNA
Shafiq Ur Rahman,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,George Washington University,USofA,1993,Natural Language Processing (Morphological Analysis   Annotated Corpus building   Lexical resources)   Secure Communication on Internet (IPSec) esp. Key Management Issues for Single Source Multicast Groups and Routing in Mobile Ad-Hoc Networks (Unicast   multicast)   Lock-Free Data Structures and Urdu fonts ,NINGUNA,NINGUNA
Nauman Mazher,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,Centre for Advanced Studies in Engineering,Pakistan,2011,Nature Inspired computing and I developed a novel Artificial Immune System (AIS) security framework for the Mobile Adhoc Network (MANET) routing protocol BeeAdHoc   based on the foraging principles of honey bees.,NINGUNA,NINGUNA
Karrar Haider,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,University of the Punjab,Pakistan,2011,Physics,NINGUNA,NINGUNA
Adnan N. Qureshi,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,¬†University of Bedfordshire,UK,2015,SINF,NINGUNA,NINGUNA
Muhammad Amjad Iqbal,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2010,"Computational Intelligence  Multimodal Function Optimization  Data Clustering  Image Segmentation


",NINGUNA,NINGUNA
Shahzad Majeed Tiwana,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,University Of Southern California,USA,2010,SINF,NINGUNA,NINGUNA
Muhammad Humayoun,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,University of Grenoble,France,0,NLP,NINGUNA,NINGUNA
Amir Shahzad,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,Beihang University,China,0,A†combinatorics   information theory and signal processing. Specific areas are problem in extremal and probabilistic methods in combinatorics   spectral graph theory   coding for distributed storage   interference channels.,NINGUNA,NINGUNA
Sadaf Baloch,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,Institute of Business Administration,Pakistan,2011,SINF,NINGUNA,NINGUNA
Saeed Iqbal Khattak,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,0,MACHINE LEARNING (TEXTIMAGES) AND COMPUTER VISION    CLOUD Computing   Big Data,PhD in progress from UCP,
Kamran Shabbir,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,0,SINF,NINGUNA,NINGUNA
Irfana Omar,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,M.Phil,Allama Iqbal Open University,Pakistan,2011,A†epistemological access to higher education   role of ICT in motivating English language learners in ESL classroom at university level   and role of non-verbal communication in teaching-learning process of English.,PhD in progress from UMT,
Maria Naseem,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,"Abdus Salam School of Mathematical Sciences,GC University",Pakistan,2017,graph theory and combinatory.,NINGUNA,NINGUNA
Sajid Hussain,University of Central Punjab,Computer Science,Punjab,Assistant Professor,Master,Link√∂ping University,Sweden,0,SINF,NINGUNA,NINGUNA
Adnan Ghafoor,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,"International Islamic University,Islamabad",Pakistan,0,Reconfigurable Asynchronous Adaptive Processing and hardware realization of complex Image processing and communication algorithms.,NINGUNA,NINGUNA
Talat Yasmin,University of Central Punjab,Computer Science,Punjab,Assistant Professor,M.Phil,National College of Business Administration and Economics,Pakistan,2014,Statistics,PhD in progress from NCBA&E,
Imtiaz Riaz,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,COMSATS Institute of Information Technology,Pakistan,2014,Mathematics,NINGUNA,NINGUNA
Faisal Masud Shaikh,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,National University of Sciences and Technology,Pakistan,2006,Telecom,NINGUNA,NINGUNA
Muhammad Mustafa Hassan,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MSc,"√Öbo Akademi University,",Finland,0,Design Science   Human-Computer Interaction   Participatory Design   Interaction Design   Computer Science Education   Novel Pedagogies and Learning Theories.,PhD in progress ,
Imran Arshad Choudhry,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,University of Central Punjab,Pakistan,0,Computer Basics and Electronics   Logic and Design   Low level Programming   Computer Architecture   Database Design and Administration and Networking.,NINGUNA,NINGUNA
Zaid Munir,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2011,Telecom  Networking,NINGUNA,NINGUNA
Mohsin Abbas,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,University of Ulm,germany,2011,SINF,Phd in progress,
Haroon Abdul Waheed,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,University of Central Punjab,Pakistan,2011,Distributed   Parallel Computation   Security Aspects   Cloud Computing   Big Data Analysis   Formal Specification   Analysis   Business and Software Process Mining.,NINGUNA,NINGUNA
Asad Umar Khan,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MSc,University of Agriculture,Pakistan,0,SINF,NINGUNA,NINGUNA
Aqsa Mehnoor,University of Central Punjab,Computer Science,Punjab,Lecturer,Bachelors,University of Central Punjab,Pakistan,2016,SINF,NINGUNA,NINGUNA
Ather Suleman,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2013,SINF,NINGUNA,NINGUNA
Muhammad Ali,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,0,System designing   development   project management   consultation,NINGUNA,NINGUNA
Muhammad Irfan Anjum,University of Central Punjab,Computer Science,Punjab,Lecturer,PhD,Quaid-i-Azam University,Pakistan,0,SINF,NINGUNA,NINGUNA
Maria Zafar,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,0,SINF,NINGUNA,NINGUNA
Moomal Qureshi,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Uzair Ali,University of Central Punjab,Computer Science,Punjab,Lecturer,Bachelors,University of Central Punjab,Pakistan,2015,SINF,NINGUNA,NINGUNA
Muhammad Usman,University of Central Punjab,Computer Science,Punjab,Lecturer,M.Phil leading to PhD,University of Notre Dame Indiana¬†,USA,0,SINF,NINGUNA,NINGUNA
Ayesha Zaheer,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,2016,SINF,NINGUNA,NINGUNA
Amina Mukhtar,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2010,SINF,NINGUNA,NINGUNA
Sumaira Sharif,University of Central Punjab,Computer Science,Punjab,Lecturer,PhD,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,0,SINF,NINGUNA,NINGUNA
Waseem Aslam,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2014,SINF,NINGUNA,NINGUNA
Syed Nisar Ali,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,M.Phil,Quaid-i-Azam University,Pakistan,2013,SINF,NINGUNA,NINGUNA
Samia Asloob Qureshi,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2010,SINF,NINGUNA,NINGUNA
M. Rehan Abbas,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,MS,University of Engineering and Technology,Pakistan,2013,SINF,NINGUNA,NINGUNA
Zain Ul Abadin Zafar,University of Central Punjab,Computer Science,Punjab,Lecturer,PhD,University of Engineering and Technology,Pakistan,2013,SINF,NINGUNA,NINGUNA
Awais M. Lodhi,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2006,SINF,NINGUNA,NINGUNA
Namra Sheikh,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,University of Engineering and Technology,Pakistan,2016,SINF,NINGUNA,NINGUNA
M. Usman Afzal,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2003,SINF,NINGUNA,NINGUNA
Muhammad Rizwan Ali,University of Central Punjab,Computer Science,Punjab,Associate Professor,Bachelors,Punjab University College of Information Technology,Pakistan,2010,SINF,NINGUNA,NINGUNA
Ahmed Abd-e-Muneeb Niazi,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,0,SINF,NINGUNA,NINGUNA
Shaista Siddique,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,0,SINF,NINGUNA,NINGUNA
Saad Azhar Saeed,University of Central Punjab,Computer Science,Punjab,Associate Professor,M.Phil,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,0,Big Data | Recommender system in cloud computing,NINGUNA,NINGUNA
Nabia Mansoor,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,National University of Sciences and Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Maida Khan,University of Central Punjab,Computer Science,Punjab,Associate Professor,BS,Punjab University College of Information Technology,Pakistan,0,SINF,M.Phil in progress,
Muhammad Mubashir Hassan,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,National University of Sciences and Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Suneel Kumar,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,COMSATS Institute of Information Technology,Pakistan,2016,Wireless sensor networks  Wireless adhoc networks,NINGUNA,NINGUNA
Amna Shahnawaz,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,Lahore University of Management Sciences,Pakistan,2017,SINF,NINGUNA,NINGUNA
M Zohaib,University of Central Punjab,Computer Science,Punjab,Associate Professor,MSc,University of Engineering and Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Love Kummar,University of Central Punjab,Computer Science,Punjab,Associate Professor,BS,COMSATS Institute of Information Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Aadil Jamshaid,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,COMSATS Institute of Information Technology,Pakistan,2016,SINF,NINGUNA,NINGUNA
Nabeel Ahsan,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,Ilmenau University of Technology,germany,0,IoT (Internet of Things)  A† RFID systems for IoT  RF MEMS   Antenna Design  UMTSLTE   LTE advanced  UMTSLTE   LTE advanced,NINGUNA,NINGUNA
Javaria Arshad,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,FAST‚Äì National University of Computer and Emerging Sciences,Pakistan,2015,SINF,NINGUNA,NINGUNA
Ms. Afrozah Nadeem,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,BSCS,University of Engineering and Technology,Pakistan,0,SINF,NINGUNA,NINGUNA
Mr. Umair Waqas,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,0,Mobile Development,NINGUNA,NINGUNA
Prof. Dr Syed Mansoor Sarwar,Punjab University College of Information and Technology,Information Technology,Punjab,Principal,PhD, Iowa State University, USA,1988,Operating Systems   Data Structures   Programming Languages,NINGUNA,NINGUNA
Dr. Muhammad Murtaza Yousaf,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, University of Innsbruck,Austria,2008,Structures   Automata Theory,NINGUNA,NINGUNA
Dr. Shahzad Sarwar,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,Vienna University of Technology,Austria,2008,Computer Networks   Topics in Internet Research   Optical Communications   Performance Modeling,NINGUNA,NINGUNA
Dr. Waqar ul Qounain,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,"Vrije University, Amsterdam",Netherland,0,Computational Modelling   Artificial Intelligence   Data Mining and Machine Learning   Multi-Agent Systems,NINGUNA,NINGUNA
Dr. Imran Farid Khan,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, Columbia University,USA,2012,Graph Theory (especially Topological Graph Theory),NINGUNA,NINGUNA
Dr. Mehvish Irfan Poshni,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, Columbia University,USA,2012,Topological graph theory,NINGUNA,NINGUNA
Dr. Faisal Aslam,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,University of Freiburg, Germany,0,Programming Languages and Compilers   Protocols and Algorithms for Wireless and Wired Networks,NINGUNA,NINGUNA
